category,tipo_veda,year,semana,title,url
A_VXIV,reclutamiento,2019,16,Reporte N°12: Reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 16/2019),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/104048:Reporte-N-12-Reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-16-2019
A_VXIV,reclutamiento,2019,47,Reporte N°1: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 47/2019),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/106067:Reporte-N-1-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-47-2019
A_VXIV,reclutamiento,2019,48,Reporte N°2: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 48/2019),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/106125:Reporte-N-2-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-48-2019
A_VXIV,reclutamiento,2019,49,Reporte N°3: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 49/2019),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/106187:Reporte-N-3-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-49-2019
A_VXIV,reclutamiento,2019,50,Reporte N°4: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 50/2019),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/106254:Reporte-N-4-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-50-2019
A_VXIV,reclutamiento,2019,51,Reporte N°5: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 51/2019),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/106325:Reporte-N-5-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-51-2019
A_VXIV,reclutamiento,2020,5,Reporte N°1: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 5/2020),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/106751:Reporte-N-1-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-5-2020
A_VXIV,reclutamiento,2020,6,Reporte N°2: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 6/2020),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/106858:Reporte-N-2-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-6-2020
A_VXIV,reclutamiento,2020,7,Reporte N°3: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 7/2020),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/106918:Reporte-N-3-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-7-2020
A_VXIV,reclutamiento,2020,8,Reporte N° 4 veda de reclutamiento de sardina común y anchoveta entre las Regiones de Valparaíso a Los Ríos (Semana 8/2020),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/106995:Reporte-N-4-veda-de-reclutamiento-de-sardina-comun-y-anchoveta-entre-las-Regiones-de-Valparaiso-a-Los-Rios-Semana-8-2020
A_VXIV,reclutamiento,2020,9,Reporte N°5: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 9/2020),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/107106:Reporte-N-5-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-9-2020
A_VXIV,reclutamiento,2020,10,Reporte N°6: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 10/2020),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/107171:Reporte-N-6-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-10-2020
A_VXIV,reclutamiento,2020,11,Reporte N°7: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 11/2020),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/107221:Reporte-N-7-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-11-2020
A_VXIV,reclutamiento,2020,12,Reporte N°8: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 12/2020),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/107251:Reporte-N-8-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-12-2020
A_VXIV,reclutamiento,2020,13,Reporte N°9: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 13/2020),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/107362:Reporte-N-9-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-13-2020
A_VXIV,reclutamiento,2020,14,Reporte N°10: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 14/2020),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/107438:Reporte-N-10-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-14-2020
A_VXIV,reclutamiento,2020,15,Reporte N°11: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 15/2020),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/107507:Reporte-N-11-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-15-2020
A_VXIV,reclutamiento,2020,16,Reporte N°12: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 16/2020),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/107603:Reporte-N-12-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-16-2020
A_VXIV,reclutamiento,2020,47,Reporte N°1: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 47/2020),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/109300:Reporte-N-1-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-47-2020
A_VXIV,reclutamiento,2020,48,Reporte N°2: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 48/2020),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/109352:Reporte-N-2-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-48-2020
A_VXIV,reclutamiento,2020,49,Reporte N°3: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 49/2020),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/109414:Reporte-N-3-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-49-2020
A_VXIV,reclutamiento,2020,50,Reporte N°4: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 50/2020),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/109470:Reporte-N-4-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-50-2020
A_VXIV,reclutamiento,2020,51,Reporte N°5: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 51/2020),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/109516:Reporte-N-5-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-51-2020
A_VXIV,reclutamiento,2020,52,Reporte N°6: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 52/2020),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/109573:Reporte-N-6-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-52-2020
A_VXIV,reclutamiento,2021,5,Reporte N°8: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 5/2021),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/109869:Reporte-N-8-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-5-2021
A_VXIV,reclutamiento,2021,6,Reporte N°9: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 6/2021),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/109919:Reporte-N-9-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-6-2021
A_VXIV,reclutamiento,2021,7,Reporte N°10: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 7/2021),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/109998:Reporte-N-10-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-7-2021
A_VXIV,reclutamiento,2021,8,Reporte N°11: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 8/2021),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/110082:Reporte-N-11-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-8-2021
A_VXIV,reclutamiento,2021,9,Reporte N°12: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 9/2021),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/110149:Reporte-N-12-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-9-2021
A_VXIV,reclutamiento,2021,10,Reporte N°13: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 10/2021),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/110235:Reporte-N-13-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-10-2021
A_VXIV,reclutamiento,2021,11,Reporte N°14: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 11/2021),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/110293:Reporte-N-14-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-11-2021
A_VXIV,reclutamiento,2021,12,Reporte N°15: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 12/2021),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/110435:Reporte-N-15-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-12-2021
A_VXIV,reclutamiento,2021,13,Reporte N°16: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 13/2021),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/110517:Reporte-N-16-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-13-2021
A_VXIV,reclutamiento,2021,14,Reporte N°17: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 14/2021),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/110580:Reporte-N-17-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-14-2021
A_VXIV,reclutamiento,2021,15,Reporte N°18: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 15/2021),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/110678:Reporte-N-18-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-15-2021
A_VXIV,reclutamiento,2021,16,Reporte N°19: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 16/2021),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/110754:Reporte-N-19-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-16-2021
A_VXIV,reclutamiento,2021,48,Reporte N°1: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 48/2021),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/112940:Reporte-N-1-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-48-2021
A_VXIV,reclutamiento,2021,49,Reporte N°2: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 49/2021),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/112980:Reporte-N-2-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-49-2021
A_VXIV,reclutamiento,2021,50,Reporte N°3: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 50/2021),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/113040:Reporte-N-3-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-50-2021
A_VXIV,reclutamiento,2021,51,Reporte N°4: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 51/2021),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/113117:Reporte-N-4-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-51-2021
A_VXIV,reclutamiento,2021,52,Reporte N°5: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 52/2021),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/113217:Reporte-N-5-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-52-2021
A_VXIV,reclutamiento,2022,4,Reporte N°11: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 4/2022),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/113543:Reporte-N-11-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-4-2022
A_VXIV,reclutamiento,2022,5,Reporte N°12: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 5/2022),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/113589:Reporte-N-12-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-5-2022
A_VXIV,reclutamiento,2022,6,Reporte N°13: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 6/2022),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/113636:Reporte-N-13-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-6-2022
A_VXIV,reclutamiento,2022,7,Reporte N°14: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 7/2022),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/113656:Reporte-N-14-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-7-2022
A_VXIV,reclutamiento,2022,8,Reporte N°15: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 8/2022),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/113728:Reporte-N-15-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-8-2022
A_VXIV,reclutamiento,2022,9,Reporte N°16: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 9/2022),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/113847:Reporte-N-16-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-9-2022
A_VXIV,reclutamiento,2022,10,Reporte N°17: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 10/2022),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/113874:Reporte-N-17-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-10-2022
A_VXIV,reclutamiento,2022,11,Reporte N°18: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 11/2022),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/113893:Reporte-N-18-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-11-2022
A_VXIV,reclutamiento,2022,12,Reporte N°19: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 12/2022),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/113934:Reporte-N-19-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-12-2022
A_VXIV,reclutamiento,2022,13,Reporte N°20: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 13/2022),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/113970:Reporte-N-20-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-13-2022
A_VXIV,reclutamiento,2022,14,Reporte N°21: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 14/2022),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/114003:Reporte-N-21-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-14-2022
A_VXIV,reclutamiento,2022,15,Reporte N°22: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 15/2022),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/114060:Reporte-N-22-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-15-2022
A_VXIV,reclutamiento,2022,16,Reporte N°23: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 16/2022),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/114122:Reporte-N-23-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-16-2022
A_VXIV,reclutamiento,2022,47,Reporte N°1: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 47/2022),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/116538:Reporte-N-1-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-47-2022
A_VXIV,reclutamiento,2022,48,Reporte N°2: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 48/2022),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/116581:Reporte-N-2-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-48-2022
A_VXIV,reclutamiento,2022,49,Reporte N°3: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 49/2022),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/116651:Reporte-N-3-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-49-2022
A_VXIV,reclutamiento,2022,50,Reporte N°4: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 50/2022),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/116701:Reporte-N-4-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-50-2022
A_VXIV,reclutamiento,2022,51,Reporte N°5: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 51/2022),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/116808:Reporte-N-5-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-51-2022
A_VXIV,reclutamiento,2023,4,Reporte N°11: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 4/2023),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/117175:Reporte-N-11-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-4-2023
A_VXIV,reclutamiento,2023,5,Reporte N°12: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 5/2023),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/117275:Reporte-N-12-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-5-2023
A_VXIV,reclutamiento,2023,5,Reporte N°12: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 5/2023),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/117276:Reporte-N-12-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-5-2023
A_VXIV,reclutamiento,2023,6,Reporte N°13: Veda reclutamiento de sardina común y anchoveta regiones de Valparaíso a Los Ríos (Semana 6/2023),https://www.subpesca.cl/portal/publicaciones/Publicaciones/Informes/Indicadores-biologicos/117334:Reporte-N-13-Veda-reclutamiento-de-sardina-comun-y-anchoveta-regiones-de-Valparaiso-a-Los-Rios-Semana-6-2023
